ID,Zip,Average Annual Income,Average annual disposable funds,Education,Average age,age18-25,age 26-35,age 36-50,age 51-69,age 70+,Population,Female,Male,State
100237,1266,128710,10141,GED,21,0.3,0.21,0.2,0.21,0.08,1463,0.66,0.34,Massachusetts
100238,1267,156157,17895,Master's Degree,30,0.18,0.19,0.28,0.28,0.07,7989,0.6,0.4,Massachusetts
100239,1270,154518,9270,Some College,41,0.17,0.19,0.3,0.28,0.06,778,0.66,0.34,Massachusetts
100240,1301,178431,19227,Associate's Degree,19,0.32,0.19,0.23,0.19,0.07,17700,0.66,0.34,Massachusetts
100241,1330,79030,7193,Associate's Degree,30,0.18,0.27,0.23,0.26,0.06,1506,0.55,0.45,Massachusetts
100242,1331,88779,10127,High School Diploma,36,0.11,0.26,0.26,0.3,0.07,13263,0.57,0.43,Massachusetts
100243,1337,69244,6286,Doctorate Degree,30,0.24,0.25,0.26,0.18,0.07,2596,0.59,0.41,Massachusetts
100244,1338,135319,18143,Associate's Degree,28,0.27,0.2,0.26,0.2,0.07,187,0.43,0.57,Massachusetts
100245,1339,42658,5912,Associate's Degree,33,0.14,0.3,0.3,0.2,0.06,1438,0.61,0.39,Massachusetts
100246,1340,52580,5691,Associate's Degree,34,0.19,0.17,0.3,0.25,0.09,1701,0.44,0.56,Massachusetts
100247,1341,84138,10185,Master's Degree,39,0.2,0.29,0.2,0.25,0.06,1833,0.65,0.35,Massachusetts
100248,1342,128659,12605,High School Diploma,25,0.18,0.25,0.23,0.25,0.09,1492,0.45,0.55,Massachusetts
100249,1343,61820,6244,Associate's Degree,29,0.24,0.21,0.3,0.19,0.06,75,0.46,0.54,Massachusetts
100250,1344,97182,10069,Some College,27,0.33,0.23,0.17,0.18,0.09,1498,0.44,0.56,Massachusetts
100251,1346,149703,8572,Doctorate Degree,27,0.18,0.25,0.24,0.26,0.07,533,0.51,0.49,Massachusetts
100252,1347,142253,13016,High School Diploma,28,0.13,0.25,0.3,0.24,0.08,166,0.55,0.45,Massachusetts
100253,1349,111920,11639,High School Diploma,19,0.26,0.23,0.2,0.22,0.09,1091,0.65,0.35,Massachusetts
100254,1350,110863,13415,GED,30,0.26,0.29,0.22,0.17,0.06,121,0.4,0.6,Massachusetts
100255,1351,101463,7374,Master's Degree,36,0.16,0.18,0.28,0.3,0.08,2270,0.66,0.34,Massachusetts
100256,1354,153000,9769,Some College,29,0.33,0.25,0.18,0.17,0.07,1500,0.5,0.5,Massachusetts
100257,1355,28250,1557,GED,22,0.19,0.23,0.21,0.28,0.09,878,0.56,0.44,Massachusetts
100258,1360,161528,18224,Some High School,19,0.2,0.24,0.24,0.24,0.08,3032,0.65,0.35,Massachusetts
100259,1364,111238,7573,Associate's Degree,25,0.23,0.23,0.19,0.27,0.08,7969,0.41,0.59,Massachusetts
100260,1366,175414,10393,Doctorate Degree,22,0.22,0.26,0.21,0.25,0.06,1277,0.52,0.48,Massachusetts
100261,1367,153294,16682,Associate's Degree,31,0.3,0.27,0.2,0.17,0.06,522,0.44,0.56,Massachusetts
100262,1368,68415,9711,Doctorate Degree,35,0.22,0.28,0.22,0.22,0.06,1261,0.47,0.53,Massachusetts
100263,1370,135659,18493,Doctorate Degree,40,0.24,0.3,0.19,0.19,0.08,4084,0.4,0.6,Massachusetts
100264,1373,158556,13282,Some College,28,0.18,0.28,0.23,0.23,0.08,4600,0.51,0.49,Massachusetts
100265,1375,70298,7767,Associate's Degree,33,0.26,0.28,0.2,0.2,0.06,3684,0.53,0.47,Massachusetts
100266,1376,90429,9016,Some High School,30,0.28,0.22,0.25,0.17,0.08,5247,0.62,0.38,Massachusetts
100267,1378,71863,4434,Doctorate Degree,42,0.11,0.23,0.3,0.29,0.07,774,0.64,0.36,Massachusetts
100268,1379,73127,5057,Doctorate Degree,36,0.12,0.29,0.26,0.25,0.08,813,0.45,0.55,Massachusetts
100269,1420,104241,14643,Associate's Degree,23,0.3,0.2,0.19,0.22,0.09,40337,0.63,0.37,Massachusetts
100270,1430,110939,12720,Some High School,34,0.24,0.23,0.27,0.18,0.08,6089,0.66,0.34,Massachusetts
100271,1431,161061,20427,Bachelor's Degree,39,0.26,0.17,0.2,0.29,0.08,3074,0.55,0.45,Massachusetts
100272,1432,27170,3276,Some High School,32,0.27,0.29,0.19,0.19,0.06,7089,0.49,0.51,Massachusetts
100273,1434,106231,9958,Bachelor's Degree,22,0.21,0.24,0.25,0.23,0.07,1795,0.5,0.5,Massachusetts
100274,1436,148630,11759,Some High School,25,0.08,0.29,0.29,0.25,0.09,3336,0.59,0.41,Massachusetts
100275,1438,105292,5981,Some High School,37,0.13,0.28,0.29,0.22,0.08,559,0.66,0.34,Massachusetts
100276,1440,50930,5987,Master's Degree,30,0.3,0.18,0.19,0.26,0.07,20347,0.49,0.51,Massachusetts
100277,1450,121609,16183,Associate's Degree,27,0.28,0.22,0.22,0.2,0.08,10646,0.43,0.57,Massachusetts
100278,1451,29546,1677,Associate's Degree,33,0.2,0.17,0.29,0.25,0.09,4747,0.48,0.52,Massachusetts
100279,1452,162266,20665,Associate's Degree,32,0.09,0.29,0.24,0.29,0.09,4382,0.45,0.55,Massachusetts
100280,1453,96579,12682,Associate's Degree,34,0.23,0.18,0.26,0.24,0.09,40883,0.59,0.41,Massachusetts
100281,1460,94180,8064,GED,29,0.25,0.2,0.21,0.27,0.07,8924,0.65,0.35,Massachusetts
100282,1462,179485,10291,Master's Degree,38,0.25,0.19,0.28,0.22,0.06,10086,0.62,0.38,Massachusetts
100283,1463,39106,3235,Doctorate Degree,35,0.21,0.3,0.17,0.25,0.07,11497,0.54,0.46,Massachusetts
100284,1464,154953,16740,High School Diploma,36,0.08,0.3,0.29,0.24,0.09,7211,0.62,0.38,Massachusetts
100285,1467,179342,10942,GED,28,0.34,0.23,0.19,0.17,0.07,316,0.45,0.55,Massachusetts
100286,1468,149554,16367,Associate's Degree,34,0.23,0.29,0.24,0.17,0.07,4021,0.47,0.53,Massachusetts
100287,1469,146863,20071,Some High School,32,0.11,0.27,0.28,0.26,0.08,6801,0.46,0.54,Massachusetts
100288,1473,119291,9339,Some High School,31,0.04,0.29,0.3,0.3,0.07,7277,0.51,0.49,Massachusetts
100289,1474,33596,2819,Bachelor's Degree,27,0.23,0.28,0.18,0.25,0.06,2125,0.4,0.6,Massachusetts
100290,1475,111723,16311,Associate's Degree,33,0.3,0.21,0.21,0.21,0.07,10270,0.56,0.44,Massachusetts
100291,1501,38172,3653,High School Diploma,34,0.23,0.19,0.22,0.3,0.06,16075,0.45,0.55,Massachusetts
100292,1503,124774,8708,Associate's Degree,31,0.25,0.27,0.2,0.2,0.08,2866,0.42,0.58,Massachusetts
100293,1504,137134,13681,GED,30,0.28,0.18,0.25,0.22,0.07,9026,0.64,0.36,Massachusetts
100294,1505,50545,6680,GED,29,0.25,0.26,0.19,0.24,0.06,4355,0.41,0.59,Massachusetts
100295,1506,160213,20986,Doctorate Degree,28,0.25,0.21,0.21,0.26,0.07,3390,0.58,0.42,Massachusetts
100296,1507,165318,16159,Bachelor's Degree,36,0.26,0.18,0.2,0.28,0.08,12981,0.4,0.6,Massachusetts
100297,1510,157280,23170,Master's Degree,36,0.2,0.23,0.24,0.25,0.08,13606,0.54,0.46,Massachusetts
100298,1515,85986,9902,Some High School,37,0.13,0.28,0.26,0.25,0.08,2183,0.62,0.38,Massachusetts
100299,1516,76533,11100,Doctorate Degree,39,0.11,0.25,0.27,0.29,0.08,8500,0.4,0.6,Massachusetts
100300,1518,69296,10085,GED,27,0.24,0.23,0.18,0.26,0.09,2974,0.44,0.56,Massachusetts
100301,1519,164602,17715,Doctorate Degree,40,0.13,0.25,0.25,0.3,0.07,6595,0.56,0.44,Massachusetts
100302,1520,43279,3870,Doctorate Degree,23,0.11,0.23,0.3,0.29,0.07,13997,0.62,0.38,Massachusetts
100303,1521,107885,8519,Bachelor's Degree,28,0.22,0.21,0.2,0.29,0.08,2481,0.44,0.56,Massachusetts
100304,1522,66878,9894,Doctorate Degree,27,0.36,0.17,0.17,0.23,0.07,3310,0.47,0.53,Massachusetts
100305,1523,147662,18983,Master's Degree,35,0.08,0.29,0.29,0.28,0.06,7582,0.51,0.49,Massachusetts
100306,1524,117900,6529,Master's Degree,32,0.14,0.22,0.28,0.28,0.08,6696,0.63,0.37,Massachusetts
100307,1525,152498,21051,High School Diploma,27,0.2,0.18,0.28,0.25,0.09,290,0.5,0.5,Massachusetts
100308,1527,63428,4050,Associate's Degree,27,0.31,0.25,0.19,0.17,0.08,13246,0.63,0.37,Massachusetts
100309,1529,144840,20711,GED,26,0.2,0.24,0.28,0.2,0.08,3190,0.59,0.41,Massachusetts
100310,1531,71885,9568,Master's Degree,33,0.31,0.18,0.28,0.17,0.06,999,0.44,0.56,Massachusetts
100311,1532,27337,3814,Master's Degree,30,0.22,0.27,0.23,0.21,0.07,14155,0.56,0.44,Massachusetts
100312,1534,67278,5110,Doctorate Degree,29,0.28,0.19,0.26,0.18,0.09,5631,0.53,0.47,Massachusetts
100313,1535,136632,19155,Doctorate Degree,25,0.17,0.25,0.22,0.28,0.08,4680,0.57,0.43,Massachusetts
100314,1536,133291,12054,Associate's Degree,28,0.35,0.18,0.17,0.24,0.06,6888,0.56,0.44,Massachusetts
100315,1537,144689,8523,Master's Degree,27,0.25,0.21,0.3,0.17,0.07,2248,0.43,0.57,Massachusetts
100316,1540,51202,7293,Doctorate Degree,30,0.26,0.18,0.25,0.22,0.09,11291,0.56,0.44,Massachusetts
100317,1541,29632,4399,Master's Degree,23,0.28,0.19,0.23,0.21,0.09,3413,0.62,0.38,Massachusetts
100318,1542,109941,14277,Associate's Degree,27,0.27,0.28,0.17,0.21,0.07,2202,0.47,0.53,Massachusetts
100319,1543,148352,11445,Doctorate Degree,26,0.31,0.25,0.17,0.21,0.06,7973,0.43,0.57,Massachusetts
100320,1545,62544,3531,Associate's Degree,21,0.3,0.23,0.21,0.18,0.08,35299,0.67,0.33,Massachusetts
100321,1550,41338,3370,High School Diploma,29,0.19,0.21,0.26,0.25,0.09,16719,0.44,0.56,Massachusetts
100322,1560,102880,13268,GED,22,0.17,0.23,0.22,0.29,0.09,4527,0.53,0.47,Massachusetts
100323,1561,48290,2858,GED,32,0.09,0.25,0.3,0.27,0.09,330,0.46,0.54,Massachusetts
100324,1562,98785,5347,GED,28,0.16,0.29,0.29,0.18,0.08,11688,0.48,0.52,Massachusetts
100325,1564,98008,10169,Doctorate Degree,24,0.3,0.2,0.24,0.18,0.08,7808,0.54,0.46,Massachusetts
100326,1566,66331,8565,Some High School,27,0.29,0.25,0.17,0.2,0.09,6294,0.64,0.36,Massachusetts
100327,1568,149479,8065,Master's Degree,36,0.21,0.28,0.27,0.18,0.06,7480,0.57,0.43,Massachusetts
100328,1569,156474,13837,High School Diploma,26,0.17,0.24,0.25,0.27,0.07,13569,0.66,0.34,Massachusetts
100329,1570,113064,9812,Some College,25,0.29,0.24,0.23,0.18,0.06,16767,0.6,0.4,Massachusetts
100330,1571,108927,6217,Some College,34,0.23,0.22,0.2,0.26,0.09,11390,0.44,0.56,Massachusetts
100331,1581,70901,10007,Bachelor's Degree,32,0.15,0.29,0.17,0.3,0.09,18272,0.62,0.38,Massachusetts
100332,1583,69043,7787,Some College,27,0.24,0.19,0.29,0.19,0.09,7591,0.55,0.45,Massachusetts
100333,1585,99853,10851,Some High School,26,0.14,0.24,0.26,0.28,0.08,4554,0.67,0.33,Massachusetts
100334,1588,130161,11231,Some High School,27,0.27,0.23,0.18,0.23,0.09,9733,0.55,0.45,Massachusetts
100335,1590,163865,12702,Bachelor's Degree,30,0.13,0.24,0.27,0.27,0.09,8875,0.5,0.5,Massachusetts
100336,1602,92036,6615,Doctorate Degree,25,0.23,0.19,0.27,0.22,0.09,22819,0.49,0.51,Massachusetts
100337,1603,35181,3495,High School Diploma,35,0.31,0.26,0.17,0.18,0.08,19916,0.61,0.39,Massachusetts
100338,1604,51845,6341,Some High School,33,0.2,0.21,0.3,0.2,0.09,34677,0.46,0.54,Massachusetts
100339,1605,67017,8183,High School Diploma,22,0.31,0.23,0.18,0.19,0.09,26221,0.44,0.56,Massachusetts
100340,1606,139371,7537,Doctorate Degree,26,0.29,0.19,0.2,0.23,0.09,19077,0.54,0.46,Massachusetts
100341,1607,98805,13746,Doctorate Degree,23,0.29,0.24,0.21,0.17,0.09,8351,0.44,0.56,Massachusetts
100342,1608,34082,5112,Master's Degree,34,0.24,0.26,0.23,0.19,0.08,3888,0.66,0.34,Massachusetts
100343,1609,105306,6659,Doctorate Degree,34,0.26,0.26,0.23,0.17,0.08,22421,0.45,0.55,Massachusetts
100344,1610,54491,5764,Doctorate Degree,30,0.18,0.26,0.23,0.27,0.06,23945,0.44,0.56,Massachusetts
100345,1611,121584,15733,Some High School,31,0.11,0.29,0.21,0.3,0.09,2242,0.62,0.38,Massachusetts
100346,1612,151043,18949,High School Diploma,34,0.12,0.28,0.24,0.3,0.06,4845,0.57,0.43,Massachusetts
100347,1701,81830,11647,Bachelor's Degree,38,0.22,0.3,0.21,0.18,0.09,31217,0.54,0.46,Massachusetts
100348,1702,59140,3220,Bachelor's Degree,36,0.17,0.17,0.28,0.29,0.09,37206,0.41,0.59,Massachusetts
100349,1718,133600,19751,GED,26,0.26,0.21,0.18,0.27,0.08,469,0.59,0.41,Massachusetts
100350,1719,82277,9900,Associate's Degree,32,0.25,0.27,0.24,0.17,0.07,4996,0.62,0.38,Massachusetts
100351,1720,71712,7562,Some College,35,0.29,0.25,0.17,0.21,0.08,21361,0.61,0.39,Massachusetts
100352,1721,88075,11014,Doctorate Degree,25,0.34,0.18,0.17,0.24,0.07,16593,0.64,0.36,Massachusetts
100353,1730,122138,6366,Doctorate Degree,33,0.14,0.3,0.23,0.24,0.09,13221,0.55,0.45,Massachusetts
100354,1731,150295,16757,Master's Degree,24,0.31,0.18,0.19,0.24,0.08,1396,0.55,0.45,Massachusetts
100355,1740,119438,14816,Some High School,22,0.35,0.22,0.18,0.17,0.08,4897,0.45,0.55,Massachusetts
100356,1741,70237,4959,Some High School,25,0.16,0.23,0.27,0.25,0.09,4852,0.45,0.55,Massachusetts
100357,1742,162690,9256,High School Diploma,31,0.29,0.22,0.24,0.18,0.07,17726,0.5,0.5,Massachusetts
100358,1745,115581,12677,Doctorate Degree,33,0.26,0.27,0.21,0.17,0.09,397,0.59,0.41,Massachusetts
100359,1746,162471,24261,Associate's Degree,28,0.29,0.25,0.21,0.19,0.06,13547,0.62,0.38,Massachusetts
100360,1747,100985,5788,Some High School,25,0.24,0.2,0.25,0.24,0.07,5911,0.58,0.42,Massachusetts
100361,1748,100470,7671,High School Diploma,35,0.23,0.23,0.18,0.28,0.08,14925,0.43,0.57,Massachusetts
100362,1749,153350,13372,Some High School,37,0.16,0.22,0.23,0.3,0.09,19063,0.63,0.37,Massachusetts
100363,1752,48444,6391,Some College,27,0.26,0.17,0.29,0.22,0.06,38499,0.64,0.36,Massachusetts
100364,1754,179033,15076,Doctorate Degree,35,0.29,0.17,0.17,0.29,0.08,10106,0.43,0.57,Massachusetts
100365,1756,160582,9427,GED,20,0.27,0.21,0.22,0.21,0.09,5839,0.6,0.4,Massachusetts
100366,1757,153504,8069,Master's Degree,23,0.35,0.23,0.18,0.18,0.06,28061,0.64,0.36,Massachusetts
100367,1760,169267,10171,High School Diploma,24,0.3,0.18,0.2,0.23,0.09,32786,0.46,0.54,Massachusetts
100368,1770,116412,13618,Doctorate Degree,31,0.18,0.19,0.28,0.27,0.08,4119,0.58,0.42,Massachusetts
100369,1772,29822,2729,High School Diploma,32,0.16,0.28,0.22,0.26,0.08,9370,0.45,0.55,Massachusetts
100370,1773,121109,8678,High School Diploma,33,0.25,0.17,0.2,0.3,0.08,5112,0.54,0.46,Massachusetts
100371,1775,166630,10391,Doctorate Degree,27,0.21,0.3,0.22,0.18,0.09,6590,0.65,0.35,Massachusetts
100372,1776,121982,18081,Master's Degree,30,0.18,0.25,0.25,0.24,0.08,17659,0.49,0.51,Massachusetts
100373,1778,164687,10716,Associate's Degree,30,0.21,0.25,0.25,0.23,0.06,13109,0.5,0.5,Massachusetts
100374,1801,146153,9023,High School Diploma,28,0.14,0.24,0.27,0.29,0.06,38903,0.51,0.49,Massachusetts
100375,1803,139146,13626,Some College,27,0.13,0.27,0.27,0.24,0.09,24487,0.67,0.33,Massachusetts
100376,1810,36188,2347,Doctorate Degree,19,0.33,0.21,0.22,0.17,0.07,33201,0.48,0.52,Massachusetts
100377,1821,117416,13982,GED,21,0.21,0.2,0.26,0.25,0.08,30310,0.58,0.42,Massachusetts
100378,1824,125901,13159,Associate's Degree,30,0.16,0.3,0.23,0.23,0.08,24911,0.63,0.37,Massachusetts
100379,1826,65732,9642,Doctorate Degree,32,0.14,0.23,0.28,0.28,0.07,29422,0.65,0.35,Massachusetts
100380,1827,106643,11601,High School Diploma,32,0.22,0.27,0.23,0.2,0.08,3179,0.58,0.42,Massachusetts
100381,1830,80126,10526,Associate's Degree,28,0.27,0.18,0.26,0.21,0.08,25137,0.46,0.54,Massachusetts
100382,1832,136744,7710,Associate's Degree,31,0.21,0.24,0.24,0.23,0.08,22060,0.45,0.55,Massachusetts
100383,1833,26428,2964,Associate's Degree,34,0.12,0.24,0.29,0.26,0.09,8183,0.62,0.38,Massachusetts
100384,1834,120112,12437,Master's Degree,26,0.34,0.21,0.18,0.18,0.09,6459,0.65,0.35,Massachusetts
100385,1835,88315,10794,GED,18,0.29,0.17,0.23,0.24,0.07,13682,0.4,0.6,Massachusetts
100386,1840,57661,3072,GED,32,0.21,0.3,0.18,0.23,0.08,4733,0.67,0.33,Massachusetts
100387,1841,159710,19847,Bachelor's Degree,34,0.2,0.24,0.22,0.26,0.08,47225,0.46,0.54,Massachusetts
100388,1843,72425,8256,GED,18,0.38,0.17,0.17,0.19,0.09,24425,0.67,0.33,Massachusetts
100389,1844,88123,9116,Master's Degree,32,0.2,0.24,0.21,0.29,0.06,47249,0.63,0.37,Massachusetts
100390,1845,48673,3725,GED,33,0.09,0.26,0.29,0.3,0.06,28352,0.66,0.34,Massachusetts
100391,1850,126973,13668,Some High School,36,0.18,0.25,0.3,0.2,0.07,15237,0.6,0.4,Massachusetts
100392,1851,124956,12700,GED,26,0.37,0.18,0.17,0.19,0.09,30190,0.65,0.35,Massachusetts
100393,1852,72029,4455,GED,33,0.32,0.19,0.17,0.24,0.08,33508,0.51,0.49,Massachusetts
100394,1854,100965,15024,Some High School,25,0.22,0.23,0.27,0.21,0.07,27606,0.57,0.43,Massachusetts
100395,1860,130062,14840,Doctorate Degree,18,0.31,0.18,0.23,0.22,0.06,6338,0.59,0.41,Massachusetts
100396,1862,37365,4676,Doctorate Degree,28,0.29,0.21,0.23,0.2,0.07,10227,0.63,0.37,Massachusetts
100397,1863,112879,13831,Master's Degree,36,0.13,0.29,0.25,0.27,0.06,8891,0.51,0.49,Massachusetts
100398,1864,69048,5967,Some College,35,0.25,0.19,0.27,0.23,0.06,14892,0.6,0.4,Massachusetts
100399,1867,145179,18525,High School Diploma,31,0.19,0.21,0.26,0.27,0.07,23956,0.64,0.36,Massachusetts
100400,1876,63302,4326,Doctorate Degree,31,0.21,0.26,0.22,0.23,0.08,28667,0.57,0.43,Massachusetts
100401,1879,45070,2531,Doctorate Degree,37,0.12,0.23,0.3,0.29,0.06,11305,0.45,0.55,Massachusetts
100402,1880,175825,12733,High School Diploma,36,0.11,0.3,0.3,0.23,0.06,24733,0.58,0.42,Massachusetts
100403,1886,131633,14882,Some College,36,0.27,0.3,0.17,0.2,0.06,21951,0.57,0.43,Massachusetts
100404,1887,166697,14777,Some College,31,0.12,0.3,0.22,0.27,0.09,22325,0.64,0.36,Massachusetts
100405,1890,142093,13794,Some College,25,0.28,0.21,0.21,0.24,0.06,21382,0.4,0.6,Massachusetts
100406,1901,165800,17707,Bachelor's Degree,24,0.29,0.27,0.17,0.19,0.08,1689,0.63,0.37,Massachusetts
100407,1902,28750,3760,Master's Degree,23,0.27,0.19,0.25,0.22,0.07,45139,0.51,0.49,Massachusetts
100408,1904,110482,14223,Some College,37,0.19,0.17,0.26,0.3,0.08,18203,0.54,0.46,Massachusetts
100409,1905,43399,5918,Master's Degree,33,0.27,0.27,0.2,0.17,0.09,25251,0.58,0.42,Massachusetts
100410,1906,86051,5723,Associate's Degree,25,0.18,0.28,0.26,0.2,0.08,26660,0.61,0.39,Massachusetts
100411,1907,78335,9433,Some High School,28,0.27,0.2,0.18,0.27,0.08,14027,0.63,0.37,Massachusetts
100412,1908,57956,5545,Associate's Degree,36,0.28,0.26,0.2,0.18,0.08,3410,0.53,0.47,Massachusetts
100413,1913,59030,7655,High School Diploma,30,0.25,0.21,0.22,0.23,0.09,16283,0.41,0.59,Massachusetts
100414,1915,155815,13964,GED,31,0.13,0.29,0.21,0.28,0.09,39502,0.45,0.55,Massachusetts
100415,1921,178602,24490,Doctorate Degree,35,0.19,0.27,0.24,0.24,0.06,7961,0.55,0.45,Massachusetts
100416,1922,122976,14273,Some High School,30,0.12,0.27,0.24,0.28,0.09,3108,0.48,0.52,Massachusetts
100417,1923,109214,6290,Bachelor's Degree,32,0.16,0.28,0.26,0.23,0.07,26342,0.63,0.37,Massachusetts
100418,1929,161773,16101,Bachelor's Degree,25,0.11,0.28,0.27,0.27,0.07,3504,0.54,0.46,Massachusetts
100419,1930,115219,13742,GED,33,0.24,0.3,0.18,0.19,0.09,28789,0.49,0.51,Massachusetts
100420,1937,159023,15873,Doctorate Degree,32,0.19,0.26,0.27,0.22,0.06,151,0.56,0.44,Massachusetts
100421,1938,165477,24437,GED,22,0.24,0.27,0.17,0.23,0.09,13175,0.48,0.52,Massachusetts
100422,1940,112668,13293,High School Diploma,25,0.25,0.24,0.17,0.26,0.08,12108,0.46,0.54,Massachusetts
100423,1944,170700,20074,High School Diploma,37,0.14,0.29,0.22,0.29,0.06,5136,0.54,0.46,Massachusetts
100424,1945,71793,4753,Associate's Degree,26,0.08,0.25,0.3,0.28,0.09,19808,0.49,0.51,Massachusetts
100425,1949,144615,8826,Some College,32,0.31,0.17,0.2,0.26,0.06,8987,0.58,0.42,Massachusetts
100426,1950,155213,10261,High School Diploma,22,0.36,0.22,0.17,0.18,0.07,17416,0.43,0.57,Massachusetts
100427,1951,175934,22756,Doctorate Degree,32,0.24,0.27,0.19,0.21,0.09,3558,0.58,0.42,Massachusetts
100428,1952,113721,12798,Some College,36,0.27,0.27,0.21,0.17,0.08,8283,0.5,0.5,Massachusetts
100429,1960,38330,2615,Bachelor's Degree,28,0.2,0.18,0.25,0.28,0.09,50944,0.57,0.43,Massachusetts
100430,1966,58772,3132,Doctorate Degree,36,0.21,0.2,0.29,0.23,0.07,6952,0.66,0.34,Massachusetts
100431,1969,28666,2502,Associate's Degree,32,0.22,0.2,0.29,0.21,0.08,5856,0.57,0.43,Massachusetts
100432,1970,154587,20601,Some High School,23,0.18,0.24,0.26,0.26,0.06,41109,0.6,0.4,Massachusetts
100433,1982,59995,5028,GED,30,0.3,0.2,0.2,0.23,0.07,7764,0.48,0.52,Massachusetts
100434,1983,143643,20904,Master's Degree,27,0.23,0.25,0.19,0.26,0.07,6089,0.42,0.58,Massachusetts
100435,1984,56650,8052,Associate's Degree,38,0.27,0.28,0.17,0.21,0.07,4875,0.44,0.56,Massachusetts
100436,1985,102128,9981,Some High School,28,0.33,0.17,0.23,0.19,0.08,4235,0.65,0.35,Massachusetts
100437,2019,88546,5788,High School Diploma,30,0.07,0.28,0.28,0.28,0.09,16332,0.67,0.33,Massachusetts
100438,2021,33555,4670,Some High School,21,0.32,0.2,0.22,0.18,0.08,21561,0.5,0.5,Massachusetts
100439,2025,124367,17590,High School Diploma,33,0.26,0.23,0.26,0.18,0.07,7542,0.63,0.37,Massachusetts
100440,2026,68737,7847,GED,26,0.24,0.2,0.24,0.24,0.08,24711,0.54,0.46,Massachusetts
100441,2030,55564,8139,Bachelor's Degree,33,0.22,0.2,0.22,0.29,0.07,5589,0.44,0.56,Massachusetts
100442,2032,162639,23109,Associate's Degree,34,0.26,0.25,0.22,0.2,0.07,4226,0.44,0.56,Massachusetts
100443,2035,150404,9297,Master's Degree,27,0.3,0.2,0.24,0.19,0.07,16865,0.67,0.33,Massachusetts
100444,2038,131539,7119,Doctorate Degree,35,0.14,0.29,0.3,0.19,0.08,31635,0.47,0.53,Massachusetts
100445,2043,140203,16607,Some High School,39,0.12,0.26,0.26,0.3,0.06,22157,0.58,0.42,Massachusetts
100446,2045,164138,10195,Some High School,39,0.1,0.24,0.3,0.29,0.07,10293,0.52,0.48,Massachusetts
100447,2047,145198,19107,High School Diploma,26,0.33,0.24,0.19,0.17,0.07,180,0.61,0.39,Massachusetts
100448,2048,36333,2737,Doctorate Degree,28,0.32,0.23,0.18,0.18,0.09,23184,0.52,0.48,Massachusetts
100449,2050,179848,19519,High School Diploma,22,0.28,0.17,0.23,0.23,0.09,25429,0.47,0.53,Massachusetts
100450,2052,61554,4491,Some High School,35,0.13,0.3,0.22,0.27,0.08,12024,0.6,0.4,Massachusetts
100451,2053,135041,6853,Bachelor's Degree,24,0.37,0.21,0.17,0.18,0.07,12752,0.64,0.36,Massachusetts
100452,2054,175611,9454,Some High School,27,0.15,0.21,0.3,0.27,0.07,7891,0.53,0.47,Massachusetts
100453,2056,68714,3971,Doctorate Degree,35,0.2,0.24,0.19,0.3,0.07,10981,0.54,0.46,Massachusetts
100454,2061,108564,8345,Doctorate Degree,27,0.11,0.27,0.3,0.26,0.06,10506,0.54,0.46,Massachusetts
100455,2062,41928,3137,Doctorate Degree,28,0.25,0.22,0.25,0.2,0.08,28602,0.62,0.38,Massachusetts
100456,2066,66525,9836,Some College,28,0.25,0.27,0.19,0.23,0.06,17656,0.51,0.49,Massachusetts
100457,2067,35960,2499,High School Diploma,31,0.1,0.3,0.26,0.26,0.08,17486,0.5,0.5,Massachusetts
100458,2071,44823,5811,Some College,36,0.09,0.28,0.28,0.28,0.07,1707,0.67,0.33,Massachusetts
100459,2072,98916,7921,Some High School,40,0.17,0.3,0.29,0.17,0.07,26999,0.54,0.46,Massachusetts
100460,2081,70859,3653,Doctorate Degree,31,0.22,0.2,0.19,0.3,0.09,18472,0.59,0.41,Massachusetts
100461,2090,95757,13731,Some High School,30,0.23,0.18,0.22,0.29,0.08,14636,0.54,0.46,Massachusetts
100462,2093,34130,3428,Doctorate Degree,32,0.09,0.3,0.23,0.3,0.08,10955,0.5,0.5,Massachusetts
100463,2108,50668,5306,Doctorate Degree,36,0.25,0.25,0.23,0.21,0.06,3825,0.6,0.4,Massachusetts
100464,2109,124395,8757,Some College,26,0.2,0.24,0.22,0.26,0.08,3771,0.4,0.6,Massachusetts
100465,2110,148262,14042,Some High School,32,0.14,0.3,0.29,0.19,0.08,1733,0.42,0.58,Massachusetts
100466,2111,125027,17388,Doctorate Degree,33,0.2,0.24,0.29,0.18,0.09,7383,0.4,0.6,Massachusetts
100467,2113,137147,18103,High School Diploma,28,0.2,0.19,0.25,0.28,0.08,6915,0.43,0.57,Massachusetts
100468,2114,65311,8754,High School Diploma,29,0.21,0.28,0.28,0.17,0.06,11999,0.57,0.43,Massachusetts
100469,2115,144619,16987,Some High School,29,0.26,0.24,0.22,0.22,0.06,28441,0.5,0.5,Massachusetts
100470,2116,117541,6135,High School Diploma,26,0.28,0.21,0.23,0.22,0.06,20628,0.59,0.41,Massachusetts
